itching,Ndal_skin_eruptions,continuous_sneezing,shivering,joint_pain,stomach_pain,ulcers_on_tongue,muscle_wasting,vomiting,burning_micturition,spotting_ urination,fatigue,anxiety,cough,high_fever,progNsis,Description,treatment
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
